longitude,latitude,age,rooms,bedrooms,population,households,income,value
-122.92,38.97,20,2067,384,904,333,2.9934,134200
-122.83,38.96,15,1318,296,567,276,1.8692,93800
-122.83,38.89,11,640,134,268,90,3.4514,100000
-122.48,38.9,10,304,63,161,61,2.1964,112500
-122.55,38.81,7,3639,637,1027,421,3.8831,132100
-122.68,38.76,29,994,226,302,117,2.3125,67900
-120.35,40.63,33,240,49,63,22,3.625,200000
-121.02,40.51,17,890,167,406,154,3.3036,78300
-120.66,40.42,35,1450,325,717,297,2.5074,66400
-118.3,34.26,42,2186,423,1145,439,4.81,191900
-118.28,34.24,29,3390,580,1543,576,5.6184,316900
-118.33,34.24,31,6434,1188,3540,1131,4.2639,293300
-118.36,34.26,34,3677,573,1598,568,6.838,378000
-118.42,34.27,33,1209,341,1097,283,1.6295,134300
-118.43,34.27,31,1130,276,1533,269,4.2353,156800
-118.43,34.27,36,1002,250,1312,249,3.024,148000
-118.43,34.26,37,1269,348,1835,335,3.2583,147200
-118.44,34.27,35,777,187,1022,186,3.4,139600
-118.41,34.27,38,858,203,1250,204,2.9219,137900
-118.42,34.27,35,2700,702,3444,679,1.4867,124000
-118.42,34.3,29,3334,712,2919,718,3.6548,180300
-118.45,34.32,23,3481,641,1952,682,4.26,189400
-118.46,34.3,32,2424,476,2291,419,4.0337,158500
-118.46,34.29,24,3668,890,3151,810,3.0526,183300
-118.47,34.29,18,4256,987,3401,955,4.2935,190000
-118.49,34.28,27,2535,389,1071,386,6.8695,319400
-118.45,34.28,38,1527,332,1303,340,3.5714,152000
-118.48,34.27,33,2649,449,1303,437,4.9955,216800
-118.46,34.26,33,1358,247,738,235,5.0947,210300
-118.46,34.25,32,2217,422,1064,427,3.6989,208600
-118.48,34.26,36,1770,296,938,304,5.749,238000
-118.54,34.27,28,2309,300,931,302,6.7415,348200
-118.61,34.23,26,3727,572,1724,530,6.1419,327300
-118.6,34.23,19,8866,2355,5005,2194,3.2564,230300
-118.56,34.23,36,2406,432,1242,454,4.6944,221800
-118.58,34.22,35,1969,339,950,340,4.875,230400
-118.51,34.23,36,3324,448,1190,423,7.2772,477200
-118.52,34.24,6,3218,949,2295,876,3.0926,418500
-118.53,34.24,24,2718,719,3018,644,2.9076,275300
-118.54,34.25,26,2639,378,1191,401,6.2788,322200
-118.52,34.22,21,4617,1101,2891,1031,3.2289,318100
-118.54,34.22,34,2193,513,1299,497,3.6187,211600
-118.47,34.25,21,2692,477,1330,456,4.5417,238900
-118.49,34.23,32,4373,683,2040,693,5.2668,242300
-118.48,34.23,35,1963,310,919,297,4.7583,258600
-118.46,34.23,16,6338,1768,4718,1632,3.0187,154600
-118.43,34.25,38,921,239,1023,241,3.4514,151900
-118.43,34.25,32,2433,553,2318,532,3.6384,159300
-118.43,34.23,35,2049,390,1286,385,4.4432,181500
-118.44,34.23,43,2257,429,1418,442,4.5278,181800
-118.44,34.21,37,1665,335,1011,343,4.8703,185100
-118.44,34.21,41,1440,325,1014,322,2.875,168600
-118.4,34.24,35,2552,545,1850,503,4.775,179500
-118.41,34.21,35,1789,292,897,267,5.592,239900
-118.38,34.22,20,1176,344,864,318,2.375,177700
-118.42,34.2,34,161,48,66,33,1,187500
-118.37,34.22,11,2127,581,1989,530,2.9028,174100
-118.36,34.22,37,1512,348,1545,351,3.7663,160300
-118.38,34.21,42,715,145,730,158,3.8,169500
-118.39,34.2,17,2594,1028,3950,973,2.0348,177200
-118.37,34.2,34,2199,609,2488,597,2.9861,171800
-118.36,34.19,11,2921,685,1512,664,4.1445,176400
-118.4,34.2,13,4859,1293,3351,1200,3.6875,211900
-118.41,34.19,37,1993,425,939,400,2.8021,224600
-118.4,34.19,35,1631,356,862,368,3.6007,261800
-118.4,34.16,45,1176,250,471,228,2.3333,364700
-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300
-118.42,34.17,31,2235,363,914,370,6.1359,359700
-118.4,34.17,24,4443,1283,2421,1180,2.2652,269200
-118.39,34.16,46,1582,279,603,283,5.1169,414300
-118.38,34.16,46,2609,593,1055,585,3.3177,309400
-118.36,34.17,44,2295,560,1543,528,2.3851,194100
-118.36,34.16,32,2455,556,989,493,4.0764,325000
-118.36,34.16,45,1755,335,822,342,5.1423,322900
-118.43,34.2,20,4090,1271,2824,1053,2.773,140500
-118.46,34.21,7,2081,657,1456,535,3.5,186900
-118.47,34.2,20,3939,1143,2475,1002,2.9025,229100
-118.48,34.2,26,2027,559,1545,513,2.8974,189900
-118.47,34.19,33,3879,943,2113,843,3.892,292900
-118.45,34.2,27,1572,450,1039,455,2.5562,190500
-118.44,34.2,17,2934,950,2517,889,2.936,232500
-118.44,34.19,37,1516,344,983,347,5,243600
-118.44,34.19,11,2891,951,2166,768,2.891,178100
-118.44,34.18,17,1546,592,2423,556,2.1977,154200
-118.45,34.18,22,2516,826,3350,713,2.0192,158300
-118.46,34.18,33,1791,386,844,397,4.5081,251400
-118.44,34.18,33,2127,414,1056,391,4.375,286100
-118.44,34.17,29,2685,642,1085,599,3.2763,279400
-118.46,34.16,26,2548,647,1098,540,4.3839,299100
-118.52,34.21,36,2394,424,1490,427,4.3261,206700
-118.5,34.21,35,1668,332,807,311,4.5125,200300
-118.51,34.2,35,1614,308,850,330,4.1806,209000
-118.5,34.19,26,2156,509,1142,470,4,224700
-118.56,34.18,36,1366,224,719,270,4.8264,251000
-118.57,34.22,27,2795,606,1702,586,3.7798,258400
-118.57,34.22,17,3262,753,1879,708,4.1359,255200
-118.62,34.22,34,2633,471,1313,428,4.0909,232900
-118.61,34.21,41,1058,228,778,245,3.3534,180500
-118.65,34.21,5,5429,665,2315,687,9.6465,500001
-118.62,34.2,32,3233,553,1678,545,5.0025,234900
-118.56,34.2,35,1770,362,1083,355,5.0483,221000
-118.56,34.19,36,2600,441,1246,426,4.1111,215600
-118.58,34.2,35,1323,228,756,216,4.233,221300
-118.64,34.17,26,6767,903,2574,883,7.7846,409000
-118.61,34.17,19,5944,1345,2372,1250,3.8819,328900
-118.63,34.16,30,3346,487,1296,495,7.457,392700
-118.6,34.16,32,3999,667,1628,631,6.0794,338500
-118.59,34.15,29,2023,330,747,304,6.7694,369700
-118.52,34.18,46,2082,438,1047,393,3.6534,216000
-118.53,34.17,18,6430,1412,2897,1348,3.855,243800
-118.54,34.17,34,2458,433,1034,373,5.6738,443600
-118.5,34.15,33,3104,387,1111,376,13.4196,500001
-118.54,34.15,26,10111,1295,3599,1257,10.2292,500001
-118.45,34.16,22,7828,2038,3303,1922,3.6171,318300
-118.47,34.16,30,3823,740,1449,612,4.6,392500
-118.45,34.14,33,1741,274,588,267,7.9625,490800
-118.39,34.15,29,917,181,379,183,3.4612,425000
-118.41,34.15,33,4032,868,1695,869,4.3468,425900
-118.4,34.15,41,2394,500,837,417,4.3889,380400
-118.41,34.15,46,1628,259,500,258,6.083,424000
-118.36,34.14,30,1376,317,629,320,3.6823,295200
-118.37,34.14,8,4382,1560,2138,1411,3.5714,197900
-118.37,34.14,23,1883,512,774,478,3.5096,396400
-118.41,34.14,33,778,143,258,130,5.738,497600
-118.22,34.14,50,3657,708,1725,644,5.5456,258100
-118.19,34.14,47,2525,523,1514,498,4.3359,209200
-118.21,34.13,52,2465,611,1433,570,3.25,214200
-118.18,34.12,52,1081,311,904,283,1.9219,165100
-118.2,34.13,30,3369,824,2032,795,4.0052,196400
-118.21,34.11,32,2759,499,1661,533,4.3812,228200
-118.21,34.1,47,5077,1271,3348,1106,3.0377,186800
-118.22,34.1,33,1903,386,1187,340,4.0469,196600
-118.23,34.09,41,438,201,690,161,2.0476,181300
-118.23,34.13,34,609,149,407,145,4.5766,185800
-118.22,34.12,28,3306,1025,2670,942,3.0919,185400
-118.21,34.12,35,1937,439,1523,412,3.5638,170500
-118.22,34.12,37,1298,242,750,255,5.2049,240800
-118.24,34.12,41,1213,301,801,300,3.1806,204200
-118.23,34.11,33,2612,646,2496,606,3.133,156000
-118.25,34.11,39,1415,369,1467,351,3.015,156300
-118.27,34.12,50,2037,440,1089,417,3.575,230600
-118.3,34.1,37,5305,1980,3895,1874,2.0672,283300
-118.31,34.11,52,1875,303,735,293,5.8659,433300
-118.31,34.12,39,3895,561,1271,536,8.0073,500001
-118.32,34.11,48,4472,1579,2796,1397,2.3974,410700
-118.34,34.11,40,5485,1242,2034,1133,3.6974,500001
-118.35,34.1,16,2930,1038,1648,980,2.6458,372200
-118.34,34.1,24,1996,791,1215,672,1.5429,325000
-118.33,34.1,43,2732,1646,3049,1429,1.3157,333300
-118.32,34.1,43,1615,734,1460,644,1.4005,193800
-118.32,34.09,34,2473,1171,2655,1083,1.6331,162500
-118.29,34.09,35,2624,1116,3548,1008,2.0132,198400
-118.3,34.09,32,2202,674,2178,635,2.0307,226700
-118.34,34.08,50,3457,854,1584,841,3.1078,346700
-118.34,34.08,52,1430,186,547,178,10.3661,500001
-118.35,34.08,52,1003,200,514,204,3.8472,395700
-118.35,34.08,52,1710,350,727,355,4.5833,333900
-118.32,34.08,46,2038,534,1250,525,2.4196,358100
-118.31,34.08,23,1443,521,1264,450,2.7543,220000
-118.36,34.08,40,3110,764,1557,763,1.9937,367100
-118.28,34.11,52,2036,348,775,332,5.4122,397500
-118.27,34.09,48,1527,295,589,286,4.1667,344800
-118.27,34.09,52,2327,555,1048,491,3.7847,252300
-118.26,34.07,28,579,184,673,202,2.625,187500
-118.28,34.08,52,2465,773,2328,746,2.6178,203100
-118.23,34.07,35,1335,440,1586,445,1.9722,156300
-118.26,34.08,45,2174,627,1992,557,2.5428,167800
-118.25,34.07,16,719,225,801,218,2.3942,133300
-118.2,34.07,34,1765,551,2203,500,2.2708,159600
-118.17,34.1,37,299,89,318,92,1.3125,145800
-118.18,34.09,40,2744,708,2747,674,2.6226,148800
-118.18,34.1,10,1907,398,921,369,4.875,200400
-118.16,34.09,50,1568,302,1093,333,3.1442,162100
-118.2,34.06,46,321,101,401,86,2.1029,109400
-118.22,34.05,36,1243,470,1668,444,1.0714,137500
-118.21,34.05,28,950,357,1485,345,1.9271,136400
-118.2,34.05,40,1146,323,1354,321,1.9205,121900
-118.2,34.04,47,1894,408,1629,379,3.7619,127600
-118.22,34.05,43,1153,411,1667,409,1.9402,139300
-118.21,34.05,47,722,235,930,226,2.5455,114300
-118.2,34.02,42,498,120,548,119,3.7543,126600
-118.24,34.05,13,1703,697,1823,669,0.8288,181300
-118.25,34.06,12,4011,1438,1673,1088,5.3081,287500
-118.26,34.05,52,58,52,41,27,4.0972,500001
-118.26,34.06,40,637,273,1150,263,1.8625,131300
-118.26,34.07,52,1802,613,2382,587,1.8438,185900
-118.27,34.06,30,1771,788,2188,764,1.5885,154200
-118.28,34.06,14,1787,853,2251,763,1.1642,400000
-118.28,34.06,52,936,454,990,354,1.1122,187500
-118.3,34.07,36,2657,738,2274,723,3.425,281700
-118.31,34.06,36,369,147,145,136,0.8804,450000
-118.3,34.06,20,1782,896,1749,823,2.2094,75000
-118.3,34.07,28,5221,2530,5840,2374,1.8829,300000
-118.29,34.06,46,1759,1012,2716,877,2.1637,350000
-118.31,34.06,47,3038,1533,4225,1472,1.6725,187500
-118.31,34.06,31,2827,1084,3107,993,2.0278,360000
-118.31,34.05,40,1667,365,1161,384,3.1406,417600
-118.3,34.05,46,1386,457,1845,485,2.1414,157700
-118.3,34.05,31,1744,720,2034,633,2.2684,193800
-118.3,34.05,34,1453,588,1987,589,2.096,187500
-118.29,34.05,31,2818,1252,4126,1200,2.053,229200
-118.36,34.08,52,2373,601,1135,576,3.1765,225000
-118.36,34.08,52,1902,488,848,478,2.9621,175000
-118.35,34.07,45,7803,2154,3359,2041,3.3594,287500
-118.36,34.07,48,1740,360,748,357,4.7019,411100
-118.36,34.07,52,2046,451,944,435,3.4265,456900
-118.34,34.07,52,3175,1057,1594,997,3.1766,225000
-118.34,34.05,52,2530,458,1122,449,3.9167,321600
-118.34,34.06,52,2069,417,826,377,3.5481,396000
-118.37,34.05,52,1563,306,776,308,3.625,440900
-118.36,34.05,45,1879,395,946,409,3.3333,254700
-118.36,34.05,50,3518,812,1724,758,3.0833,338100
-118.38,34.05,40,2352,598,1133,563,3.238,287500
-118.35,34.05,46,2149,451,905,443,2.8841,290800
-118.34,34.05,52,2194,504,997,438,2.6654,259400
-118.34,34.04,35,2345,607,2042,565,2.5955,139700
-118.34,34.04,37,1466,529,1835,500,1.7014,123200
-118.35,34.04,45,1839,459,1312,460,2.5625,138000
-118.35,34.03,35,1438,333,794,306,1.975,138100
-118.33,34.04,33,1806,444,1161,393,2.5927,161500
-118.33,34.03,33,2314,624,1714,582,1.7377,183900
-118.32,34.03,50,1845,349,1109,335,2.8971,127800
-118.36,34.03,36,1083,342,1023,295,2.1324,143800
-118.34,34.02,49,1609,371,896,389,2.5156,136600
-118.36,34.02,43,1356,333,796,329,1.7159,189700
-118.29,34.04,48,1353,488,1945,487,2.4359,123700
-118.3,34.04,50,1757,522,2080,488,1.7225,180000
-118.31,34.05,35,2007,571,1513,554,2.1162,229200
-118.31,34.04,29,2038,578,2070,570,2.0658,214600
-118.31,34.03,29,2438,867,2114,753,0.8351,150000
-118.29,34.04,31,700,299,1272,298,2.1542,128100
-118.3,34.03,40,1695,374,1138,357,2.7125,150000
-118.29,34.02,21,1641,491,1526,453,2.087,141300
-118.28,34.02,29,515,229,2690,217,0.4999,500001
-118.26,34.02,38,980,285,1308,310,1.5652,123100
-118.26,34.01,47,1269,323,1628,325,1.5089,115800
-118.27,34.02,21,1314,375,1505,366,2.319,97200
-118.27,34.01,35,1672,556,2106,519,1.2206,129200
-118.25,34,36,1176,309,1267,292,1.6382,105000
-118.25,34,32,1218,342,1292,304,1.5781,102900
-118.27,34,43,1638,434,1213,390,1.3403,110800
-118.27,34,43,1258,381,1276,358,1.8917,106900
-118.31,34.01,52,2547,475,1417,444,1.8214,123200
-118.3,34.01,52,1444,343,1154,334,2.0625,134400
-118.28,34,43,713,245,880,237,1.2065,103600
-118.28,34,42,1534,417,1295,380,2.0938,119200
-118.31,33.99,45,1489,339,791,316,2.2339,104800
-118.28,33.99,46,2577,703,2446,687,1.275,98300
-118.28,33.99,52,1283,342,1363,329,2.5848,101900
-118.33,34.01,44,2182,492,878,493,1.9631,181300
-118.32,34,50,3250,693,2300,675,1.95,112600
-118.33,34,47,1671,388,895,317,2.2054,121500
-118.35,33.98,47,2512,461,1082,426,3.8235,207600
-118.33,33.97,44,2526,579,1423,573,2.5363,158800
-118.36,34.02,46,3745,798,1502,808,3.8643,195800
-118.34,34.01,37,4291,1102,1941,953,1.7945,106300
-118.35,34.02,27,3358,1069,2415,956,1.4589,87500
-118.28,33.99,37,1971,513,1673,464,1.4625,103000
-118.29,33.98,41,1582,416,1422,370,1.0516,108300
-118.31,33.98,52,1837,426,1062,343,2,96500
-118.28,33.98,19,883,313,726,277,0.9809,121400
-118.28,33.97,35,2305,634,1978,568,1.375,100000
-118.31,33.95,43,1823,358,1065,342,3.2708,131000
-118.28,33.96,34,2074,562,1913,514,1.6156,102100
-118.31,33.96,47,2005,392,1134,415,3.7143,140300
-118.26,33.98,43,762,206,854,188,1.2315,98200
-118.28,33.97,38,1819,497,2110,499,1.6027,97300
-118.27,33.96,38,977,295,1073,292,1.0208,86400
-118.26,33.96,39,1255,323,902,327,1.5812,94000
-118.26,33.97,52,1331,346,1144,362,1.5326,90600
-118.26,33.95,38,1387,346,1240,355,1.6898,95100
-118.28,33.96,39,882,221,697,189,1.8472,99100
-118.27,33.95,35,2073,494,1753,490,1.5,93600
-118.27,33.95,34,987,248,902,221,2.3365,98000
-118.26,33.94,41,1510,410,1408,389,1.65,94200
-118.26,33.93,35,1562,403,1587,406,1.4917,93200
-118.25,33.93,42,657,147,526,132,2.5,110200
-118.28,33.94,44,1631,338,1197,355,3.0788,100000
-118.28,33.93,41,936,257,913,226,2.0313,122600
-118.27,33.93,38,2073,500,1657,470,1.2098,88400
-118.28,33.93,45,529,112,448,120,3.5833,90600
-118.24,33.95,37,649,147,653,147,1.4792,97500
-118.25,33.93,42,819,233,899,228,1.1346,85400
-118.24,33.93,37,1027,258,824,248,1.5132,86300
-118.23,33.93,36,501,123,487,118,1.3,87000
-118.52,34.04,43,2167,254,761,256,13.6842,500001
-118.44,34.06,28,3910,959,1763,867,5.5,500001
-118.46,34.07,49,2418,301,850,318,14.2867,500001
-118.44,34.06,9,5102,1695,2609,1450,3.2545,500001
-118.43,34.06,41,1463,267,601,267,5.3777,500001
-118.44,34.04,16,18,6,3,4,0.536,350000
-118.41,34.03,33,1730,386,994,363,3.7277,500001
-118.41,34.04,52,2113,332,800,327,11.1768,500001
-118.42,34.04,52,1358,272,574,267,5.6454,500001
-118.38,34.04,39,2614,569,1665,553,3.4063,271600
-118.37,34.04,42,1809,424,1094,382,2.767,143000
-118.44,34.03,30,1039,303,606,274,3.125,343800
-118.44,34.01,41,1309,221,534,228,5.1708,418800
-118.43,34.01,31,2526,528,1046,504,4.7009,500001
-118.44,34,44,1462,338,821,341,2.599,362200
-118.44,34,44,1798,353,835,314,4.75,355800
-118.42,34.01,42,1594,369,952,362,3.099,335400
-118.46,34,39,4098,1100,2054,1053,2.918,345600
-118.46,34,37,388,83,248,84,5.1664,326700
-118.46,34.01,39,711,148,347,153,4.2813,297200
-118.46,33.99,35,1214,300,478,265,4.0156,500001
-118.46,33.97,19,2461,521,777,447,10,500001
-118.48,33.96,16,895,181,237,149,12.0088,500001
-118.41,34,18,1307,441,884,456,2.9338,276300
-118.43,33.99,45,1899,461,1260,415,2.6667,320000
-118.43,33.99,42,2558,558,1328,541,4.875,301300
-118.42,33.99,35,1724,419,1079,394,4.5521,263800
-118.36,33.98,40,1113,234,584,231,3.0927,316000
-118.42,33.97,44,1462,240,562,237,4.9375,365200
-118.43,33.96,13,1860,345,800,355,5.8864,500001
-118.42,33.96,24,4393,966,1257,579,5.0714,356100
-118.45,33.96,24,3097,791,1075,639,5.723,500001
-118.28,33.92,37,1761,409,1309,357,2.1875,175900
-118.3,33.84,37,1241,226,621,255,4.9196,232400
-118.3,33.8,27,2790,513,1498,519,5.3106,268300
-118.3,33.79,35,2793,686,2255,682,3.0057,235300
-118.27,33.79,26,2109,651,2120,605,2.1447,158700
-118.26,33.79,42,1162,264,1044,241,3.5488,205600
-118.27,33.76,46,22,11,32,7,3.125,112500
-118.28,33.75,41,1305,381,1384,369,2.45,186800
-118.28,33.75,18,393,189,429,188,1.8393,187500
-118.28,33.74,40,1751,512,1939,503,1.5394,200000
-118.3,33.75,23,1957,517,1454,526,3.5056,203100
-118.29,33.74,30,2074,533,1311,531,2.0329,225800
-118.31,33.73,36,1725,295,799,306,5.0874,368500
-118.29,33.72,25,2469,584,1253,535,3.1932,257500
-118.3,33.72,28,2647,658,1459,595,3.4474,253400
-118.3,33.73,40,2582,606,1304,588,3.5694,276400
-118.32,33.73,25,1099,168,407,159,7.6886,500001
-118.29,33.71,40,1644,471,780,416,3.1071,464300
-118.29,33.72,39,2651,590,1103,508,3.274,254300
-118.24,34.24,31,3812,595,1645,591,7.585,380100
-118.24,34.22,41,2476,506,1271,485,3.4531,263900
-118.24,34.22,34,1722,406,926,371,4.1523,252000
-118.24,34.21,32,3817,886,1888,829,3.5777,245600
-118.24,34.22,36,2507,517,1232,470,5.529,241300
-118.27,34.22,34,8206,1186,3141,1150,7.2812,462200
-118.23,34.18,43,1708,280,768,276,6.207,457400
-118.23,34.16,31,3105,582,1359,547,5.1718,429100
-118.27,34.16,45,1865,360,973,349,3.6587,321200
-118.27,34.17,52,2287,295,829,296,7.8383,500001
-118.28,34.18,47,2243,339,911,319,7.4046,446800
-118.29,34.16,35,1257,318,764,319,3.2083,238000
-118.27,34.15,14,1744,536,1494,531,3.2171,230800
-118.27,34.16,52,830,183,479,179,3.1397,253700
-118.26,34.16,18,1775,525,950,522,3.5417,177100
-118.24,34.15,20,2734,658,1562,607,3.3906,284100
-118.25,34.16,14,3700,945,1681,905,3.9054,200000
-118.23,34.14,33,2865,864,2061,790,2.6268,201300
-118.31,34.19,27,4713,1169,2372,1077,3.7015,287900
-118.32,34.2,29,2209,444,952,403,4.375,341200
-118.3,34.18,13,7174,1997,4293,1872,3.0973,251900
-118.3,34.18,5,5492,1549,2997,1405,3.3205,172100
-118.33,34.19,45,1505,347,799,319,3.138,217000
-118.33,34.18,48,2122,385,926,362,5.6975,231400
-118.35,34.17,44,2572,613,1280,570,3.5583,232000
-118.35,34.16,42,2267,478,1083,458,3.2015,250000
-118.35,34.16,45,1390,281,538,270,4.2212,293800
-118.35,34.16,49,1305,228,584,255,5.636,267900
-118.34,34.17,52,1133,212,545,222,4.875,249500
-118.33,34.15,39,493,168,259,138,2.3667,17500
-118.33,34.15,44,1321,303,471,301,4.2679,331800
-118.34,34.16,25,6082,1763,2616,1644,3.6486,246900
-118.31,34.16,38,2347,665,1317,547,3.2112,349300
-118.32,34.16,46,2345,453,1031,427,4.3173,278300
-118.43,34.3,33,2443,498,1601,484,4.0223,146000
-118.44,34.29,30,1632,401,1357,401,3.1588,160100
-118.44,34.28,32,527,146,582,143,1.7708,138800
-118.44,34.28,37,944,244,1107,235,1.9688,144100
-118.44,34.28,38,1156,305,1359,289,2.5147,137100
-117.8,34.1,13,2996,495,1187,464,6.2456,161700
-117.83,34.14,26,8254,1153,3460,1131,6.5253,349900
-117.88,34.13,33,3713,718,2106,720,4.0023,185500
-117.85,34.14,35,2899,429,1251,429,6.1049,297200
-117.82,34.12,26,3118,528,1546,545,5.27,209400
-117.81,34.11,21,3481,808,1866,746,3.6201,150400
-117.77,34.1,50,2388,494,1241,459,2.8818,167200
-117.77,34.11,28,1998,414,1124,389,3.75,180900
-117.74,34.1,29,2742,488,2477,532,3.5072,121900
-117.71,34.1,41,555,130,1492,123,2.2813,125000
-117.72,34.1,32,3241,895,1592,810,2.4952,181800
-117.71,34.09,36,2637,476,1385,483,4.1739,158700
-117.73,34.09,30,2345,496,1897,454,2.4375,112100
-117.75,34.07,52,1548,348,1131,343,2.63,127300
-117.77,34.06,27,2178,629,2379,591,1.9766,108000
-117.79,34.07,33,1694,333,1689,301,3.7583,116300
-117.76,34.06,30,1700,504,1719,459,2.227,91900
-117.74,34.07,42,2504,553,1550,509,3.0294,135700
-117.73,34.07,34,4038,725,2716,759,4.1339,135000
-117.73,34.07,33,1921,489,1430,467,2.3406,122600
-117.73,34.03,42,1967,378,1459,348,3.0375,118100
-117.76,34.04,36,2242,448,2052,447,3.4464,113000
-117.8,34.03,25,4240,643,1885,637,6.2384,247600
-117.78,34.03,8,32054,5290,15507,5050,6.0191,253900
-117.81,34.01,12,9197,1642,4332,1554,4.9589,282100
-117.86,34.02,19,6300,937,3671,943,5.9716,262100
-117.84,34.04,4,9959,1544,4904,1429,6.9754,402500
-117.88,34.09,29,3416,790,2223,728,3.5109,186000
-117.87,34.12,34,1004,220,772,217,3.8571,174500
-117.87,34.11,34,1324,211,799,228,4.5234,192200
-117.88,34.11,18,2923,670,1751,656,3.2383,157000
-117.9,34.13,32,1640,391,1312,358,2.6292,136100
-117.9,34.13,37,1801,422,1564,425,3.1597,133000
-117.9,34.12,33,1555,361,1571,386,4.0529,138200
-117.91,34.12,33,1391,309,1038,298,4.1944,149500
-117.9,34.11,23,4776,1316,4797,1187,2.1667,142600
-117.92,34.11,24,2838,695,2151,645,3.2202,126200
-117.98,34.07,15,3543,888,3131,823,3.0184,139400
-117.99,34.08,35,1032,207,954,191,2.8906,134800
-117.98,34.08,17,3640,830,3537,807,3.4784,152200
-117.97,34.1,26,1399,277,1285,276,4,160100
-117.95,34.09,21,2215,484,1792,419,2.8375,166500
-117.93,34.09,34,2192,431,1376,428,3.9861,163900
-117.91,34.08,33,2325,452,1170,445,3.6625,217100
-117.91,34.08,35,1443,266,861,262,3.5795,186900
-117.89,34.1,27,3341,728,1762,679,2.9437,180400
-117.89,34.1,34,2048,411,1456,416,3.125,168600
-117.9,34.08,32,2068,356,976,370,5.212,201200
-117.9,34.06,35,1313,194,599,209,7.5,287200
-117.89,34.07,35,834,137,392,123,4.5179,218800
-117.92,34.06,34,2819,609,1718,558,3.5547,197600
-117.94,34.06,32,3418,662,2003,622,4.0333,210200
-117.97,34.05,33,1452,268,1274,278,3.6563,162700
-117.98,34.06,36,2391,407,1967,398,4.0274,160700
-117.98,34.05,35,2342,426,2176,416,3.7454,156900
-117.98,34.05,33,1560,315,1467,313,4.1429,159800
-117.96,34.03,35,1623,331,1462,312,3.9803,152600
-117.95,34.03,35,804,159,727,179,2.7361,145700
-117.96,34.04,35,1141,212,924,212,3.1591,148300
-117.96,34.04,33,1458,268,1115,257,4.7955,158100
-117.94,34.04,34,1403,274,977,257,3.8409,163000
-117.94,34.02,27,5026,955,3899,930,3.871,162900
-117.95,34.02,19,1129,258,900,228,3.875,135600
-117.93,34.03,30,2246,446,1837,431,4.7917,164500
-117.93,34.04,30,1336,239,905,253,4.8854,178100
-117.9,34.05,33,629,76,253,75,7.6286,330400
-117.97,34,28,1983,375,1407,367,3.8319,179000
-117.98,33.99,26,3343,455,1429,457,7.0778,334300
-117.96,34,34,2777,540,1954,522,4.5163,183800
-117.74,34.06,4,1391,506,727,369,1.4722,137500
-117.75,34.05,27,437,108,469,97,1.7206,107500
-117.95,34.16,17,7116,1089,3538,1083,6.2654,273800
-117.94,34.14,33,1620,283,868,275,5.411,219400
-118.01,34.15,52,2234,472,986,439,3.9125,265500
-118.03,34.16,39,2731,366,1034,338,9.8098,500001
-118.05,34.14,39,2125,295,862,303,8.9728,500001
-118.06,34.14,42,2461,379,1179,360,7.0315,437300
-118.03,34.13,33,2352,373,995,359,4.9583,445700
-118.02,34.12,36,1471,246,751,230,5.4555,395100
-118.03,34.11,34,2837,460,1344,458,6.5722,437400
-118,34.13,24,2584,520,1869,503,3.2841,167000
-118.01,34.11,32,1978,536,826,470,2.5114,212200
-118.01,34.11,43,1858,345,1054,329,3.5625,211600
-118.03,34.1,31,2647,539,1473,520,3.94,223900
-118.05,34.11,48,1410,304,677,274,3.2596,272400
-118.06,34.1,43,1833,355,786,334,3.5761,256700
-118.07,34.09,40,1745,370,1293,357,2.5474,198100
-118.02,34.09,24,2080,514,1976,478,2.6917,170000
-118.01,34.1,27,2424,542,1713,557,3.8085,181400
-118.02,34.08,28,2769,631,2452,581,2.6071,175900
-118.06,34.08,37,778,205,850,198,2.5119,180500
-118.04,34.07,39,1382,315,1090,308,3.8125,174000
-118.01,34.06,26,557,153,455,196,2.7721,155400
-118.03,34.06,31,1513,389,1396,364,2.4706,170600
-118.03,34.06,24,2343,834,3537,824,2.1094,135200
-118.05,34.06,25,1022,291,1570,297,3.023,142000
-118.04,34.04,32,1619,323,1492,342,3.5,165100
-118.02,34.05,34,1610,513,2050,508,2.5562,156300
-118.13,34.2,46,1271,236,573,210,4.9312,240200
-118.14,34.2,39,2569,426,1282,432,5.0953,207400
-118.15,34.2,52,1786,306,1018,322,4.1518,182100
-118.15,34.18,46,2230,488,1985,456,2.2328,142100
-118.15,34.17,46,2553,558,1740,492,2.0278,127500
-118.16,34.19,42,2076,462,1641,436,2.2326,149200
-118.17,34.18,38,1280,231,828,237,4.375,166700
-118.14,34.19,49,1678,277,737,287,3.7222,237000
-118.12,34.18,44,2357,342,891,337,6.3467,352700
-118.14,34.17,42,2757,713,2112,653,2.7148,166800
-118.14,34.16,39,2776,840,2546,773,2.575,153500
-118.14,34.15,52,407,160,227,148,1.5156,187500
-118.12,34.16,30,1762,416,940,398,2.8631,188600
-118.12,34.15,22,1671,480,1005,443,3.0119,171400
-118.13,34.15,28,1119,334,739,323,2.5903,125000
-118.11,34.15,40,1950,509,1038,438,2.6172,196100
-118.09,34.15,46,271,74,150,55,2.2321,237500
-118.08,34.15,28,238,58,142,31,0.4999,500001
